Source,Destination,Time,frame length,flow lengths,flow bits,Port number,Protocol,Source port number,port 1 status,port 2 status,port 3 status,routing_interface
185.44.17.238/24,25.45.123.210/24,15.729662,555,513,4440,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,15.815918,498,456,3984,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,15.846941,655,613,5240,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,15.931391,223,181,1784,3478,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,15.967336,980,938,7840,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,16.065911,698,656,5584,20,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
68.151.104.83/24,185.44.17.238/24,16.09222,1113,1071,8904,39871,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,16.149416,560,518,4480,45001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,16.177557,1209,1167,9672,8804,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,16.250293,340,298,2720,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,16.25746,943,901,7544,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,16.304222,198,156,1584,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,16.37121,803,761,6424,3481,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,16.410966,1202,1160,9616,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,16.485093,180,138,1440,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,16.519163,1259,1217,10072,3478,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,16.589679,199,157,1592,63001,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,16.615523,974,932,7792,8808,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,16.672029,352,310,2816,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,16.70946,193,151,1544,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,16.776394,507,465,4056,8810,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,16.814569,596,554,4768,27015,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,16.892958,502,460,4016,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,16.929084,511,469,4088,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,17.000101,611,569,4888,20,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,17.034374,648,606,5184,8810,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,17.116633,586,544,4688,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,17.148014,258,216,2064,3480,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,17.222032,806,764,6448,26501,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,17.261947,413,371,3304,25061,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,17.338126,703,661,5624,64001,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,17.367429,1030,988,8240,25102,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,17.447659,551,509,4408,27598,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,17.47399,100,58,800,3480,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,17.556162,110,68,880,34109,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,17.579953,422,380,3376,8801,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,17.649183,696,654,5568,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,17.674297,872,830,6976,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,17.732064,426,384,3408,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,17.758307,914,872,7312,26541,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,17.826006,970,928,7760,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,25.45.123.210/24,17.862879,403,361,3224,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,17.939276,822,780,6576,3479,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,17.966007,610,568,4880,53,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,18.03423,150,108,1200,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,18.080795,873,831,6984,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,18.165221,1119,1077,8952,29876,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,18.197173,405,363,3240,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
201.0.113.19/24,25.45.123.210/24,18.288997,482,440,3856,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
201.0.113.19/24,68.151.104.83/24,18.31327,260,218,2080,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,18.376618,921,879,7368,25786,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,18.409987,211,169,1688,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,18.47273,708,666,5664,80,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,18.503085,571,529,4568,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,18.567534,742,700,5936,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,18.587836,862,820,6896,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,18.650118,543,501,4344,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,18.661175,881,839,7048,27598,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,18.723538,682,640,5456,27005,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,18.744349,1049,1007,8392,45001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,18.821232,494,452,3952,25061,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,18.84985,133,91,1064,53,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,18.938692,729,687,5832,3478,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,18.967761,848,806,6784,25786,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,19.01309,227,185,1816,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,19.042127,449,407,3592,29870,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,19.128316,323,281,2584,8805,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,19.158763,1410,1368,11280,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,19.226652,869,827,6952,25001,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,185.44.17.238/24,19.253265,308,266,2464,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,19.319579,252,210,2016,39080,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,19.337781,321,279,2568,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,19.373397,1114,1072,8912,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,19.402919,707,665,5656,8809,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,19.414391,1016,974,8128,26541,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,19.485537,268,226,2144,25010,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,19.519751,1197,1155,9576,8803,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,19.621107,690,648,5520,3479,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,19.643422,326,284,2608,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,19.737113,166,124,1328,55008,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,19.75968,724,682,5792,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,19.810438,618,576,4944,3480,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,19.842638,735,693,5880,8802,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,19.894999,390,348,3120,3479,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,19.936879,365,323,2920,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,19.990532,703,661,5624,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,20.022616,1265,1223,10120,80,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,20.074197,718,676,5744,143,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,20.099732,831,789,6648,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,20.173701,1281,1239,10248,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,20.196006,1241,1199,9928,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,20.268996,430,388,3440,8808,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,20.300915,770,728,6160,29263,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,20.375774,737,695,5896,143,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
102.67.88.14/24,25.45.123.210/24,20.414658,465,423,3720,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,20.459021,312,270,2496,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,20.499564,535,493,4280,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,20.546184,615,573,4920,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
201.0.113.19/24,68.151.104.83/24,20.573195,864,822,6912,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,20.649805,649,607,5192,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,20.680346,324,282,2592,3478,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,20.75406,253,211,2024,45001,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,20.775158,214,172,1712,8804,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,20.850849,842,800,6736,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,20.888523,274,232,2192,27001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,20.955819,1006,964,8048,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,20.98234,900,858,7200,27451,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,21.032054,293,251,2344,8805,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,21.057706,1198,1156,9584,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,21.115904,1173,1131,9384,45001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,21.142058,676,634,5408,3481,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,21.200574,513,471,4104,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,21.235926,798,756,6384,34109,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,21.293711,661,619,5288,53,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,21.308197,743,701,5944,25051,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,21.355648,566,524,4528,63045,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,21.383251,209,167,1672,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,21.461327,160,118,1280,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,21.488656,215,173,1720,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,21.566445,857,815,6856,3481,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,21.582529,412,370,3296,3480,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,21.67167,684,642,5472,29654,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,21.708538,797,755,6376,27005,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,21.787769,1452,1410,11616,3479,UPD,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,21.83896,293,251,2344,39871,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,21.888167,774,732,6192,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,21.92442,496,454,3968,8805,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,22.013895,824,782,6592,3481,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,22.040677,755,713,6040,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,22.119088,1124,1082,8992,55481,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,22.147502,751,709,6008,8801,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,22.234699,568,526,4544,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,22.234745,591,549,4728,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,22.261575,180,138,1440,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,22.341235,886,844,7088,8805,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,22.367798,757,715,6056,8805,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,22.456922,398,356,3184,80,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,185.44.17.238/24,22.492446,953,911,7624,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,22.550618,644,602,5152,55431,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,22.575602,603,561,4824,27451,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,22.657119,426,384,3408,8801,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,201.0.113.19/24,22.701716,362,320,2896,8810,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,22.799944,526,484,4208,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,22.818891,620,578,4960,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,22.885005,454,412,3632,3478,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,22.918696,919,877,7352,34879,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,22.982316,1289,1247,10312,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,23.013556,399,357,3192,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,23.102042,426,384,3408,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,23.129051,1205,1163,9640,45678,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,23.220553,871,829,6968,3479,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,23.245006,505,463,4040,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,23.327585,1093,1051,8744,8808,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,201.0.113.19/24,23.383226,167,125,1336,20,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,23.445608,776,734,6208,27051,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,23.467201,493,451,3944,8807,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
25.45.123.210/24,102.67.88.14/24,23.539116,1186,1144,9488,27001,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,23.563709,951,909,7608,25509,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,23.646545,243,201,1944,3479,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,23.669817,380,338,3040,3479,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,23.742504,856,814,6848,3479,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,23.768197,966,924,7728,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,23.846791,393,351,3144,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,23.87141,417,375,3336,3481,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,23.953206,864,822,6912,8805,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,23.986534,874,832,6992,143,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,24.037517,1325,1283,10600,27008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,24.068324,262,220,2096,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,24.129389,262,220,2096,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,24.160485,273,231,2184,45001,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,24.215238,334,292,2672,25101,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,24.244378,955,913,7640,63065,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,102.67.88.14/24,24.309173,998,956,7984,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,24.330111,387,345,3096,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,24.385285,471,429,3768,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,24.414929,543,501,4344,29654,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,24.480296,888,846,7104,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,24.510059,648,606,5184,3479,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,24.589063,455,413,3640,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,24.614947,867,825,6936,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,24.683207,462,420,3696,25001,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,24.720321,271,229,2168,3479,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,68.151.104.83/24,24.778433,457,415,3656,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,24.794415,1299,1257,10392,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,25.45.123.210/24,24.861717,996,954,7968,143,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,24.888863,384,342,3072,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,24.945715,926,884,7408,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,24.974674,398,356,3184,28050,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,25.03123,1106,1064,8848,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
68.151.104.83/24,102.67.88.14/24,25.048455,176,134,1408,44881,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,25.104488,353,311,2824,27001,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,25.121591,96,54,768,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
